768
197,235,249
198,236,249
199,236,250
200,237,250
201,238,250
202,238,250
203,239,250
204,239,250
205,240,251
206,241,251
207,241,251
208,242,251
209,242,251
210,243,251
211,243,252
212,244,252
213,244,252
214,245,252
215,245,252
216,246,252
217,246,252
218,247,252
219,247,253
219,247,253
220,248,253
221,248,253
222,249,253
223,249,253
223,249,253
224,250,253
225,250,253
225,250,253
226,251,254
227,251,254
227,251,254
228,252,254
229,252,254
229,252,254
230,252,254
230,253,254
231,253,254
231,253,254
232,253,254
232,253,254
233,254,254
233,254,254
234,254,254
234,254,254
234,254,254
235,254,254
235,254,254
235,254,254
236,254,254
236,254,254
236,254,254
236,254,254
237,254,254
237,254,254
237,254,254
237,254,254
237,254,254
238,254,254
238,254,253
238,254,253
238,254,253
238,254,252
238,254,252
239,254,251
239,254,251
239,254,250
239,254,249
239,253,249
239,253,248
240,253,247
240,253,246
240,253,245
240,253,244
240,252,243
241,252,242
241,252,241
241,252,240
241,252,239
241,251,238
241,251,237
242,251,236
242,251,234
242,250,233
242,250,232
242,250,230
242,250,229
243,249,228
243,249,226
243,249,225
243,248,223
243,248,222
243,248,220
243,247,218
244,247,217
244,247,215
244,246,213
244,246,212
244,246,210
244,245,208
245,245,206
245,244,205
245,244,203
245,244,201
245,243,199
245,243,197
245,242,195
246,242,193
246,242,191
246,241,189
246,241,187
246,240,185
246,240,183
246,239,181
247,239,179
247,238,177
247,238,175
247,237,173
247,237,171
247,237,169
247,236,167
247,236,165
248,235,162
248,235,160
248,234,158
248,233,156
248,233,154
248,232,151
248,232,149
248,231,147
249,231,145
249,230,143
249,230,140
249,229,138
249,229,136
249,228,134
249,227,131
249,227,129
249,226,127
250,226,125
250,225,123
250,225,120
250,224,118
250,223,116
250,223,114
250,222,111
250,222,109
250,221,107
251,220,105
251,220,103
251,219,100
251,218,98
251,218,96
251,217,94
251,217,92
251,216,89
251,215,87
251,215,85
251,214,83
252,213,81
252,213,79
252,212,77
252,211,75
252,211,73
252,210,71
252,209,69
252,209,67
252,208,65
252,207,63
252,207,61
252,206,59
253,205,57
253,205,55
253,204,53
253,203,51
253,203,49
253,202,48
253,201,46
253,201,44
253,200,42
253,199,41
253,199,39
253,198,37
253,197,36
253,197,34
253,196,32
253,195,31
254,195,29
254,194,28
254,193,26
254,192,25
254,192,24
254,191,22
254,190,21
254,190,20
254,189,18
254,188,17
254,188,16
254,187,15
254,186,14
254,186,13
254,185,12
254,184,11
254,183,10
254,183,9
254,182,8
254,181,7
254,181,6
254,180,5
254,179,5
254,179,4
254,178,3
254,177,3
254,177,2
254,176,2
254,175,1
254,175,1
254,174,1
254,173,0
254,172,0
254,172,0
254,171,0
254,170,0
254,170,0
254,169,0
254,168,0
254,168,0
254,167,0
254,166,0
254,165,0
253,165,0
253,164,0
253,163,0
252,162,0
252,161,0
251,160,0
250,160,0
250,159,0
249,158,0
248,157,0
247,156,0
246,155,0
246,154,0
245,153,0
244,152,0
243,151,0
242,150,0
240,149,0
239,148,0
238,146,0
237,145,0
236,144,0
234,143,0
233,142,0
232,141,0
230,140,0
229,138,0
227,137,0
226,136,0
224,135,0
223,134,0
221,132,0
219,131,0
218,130,0
216,129,0
214,127,0
212,126,0
211,125,0
209,123,0
207,122,0
205,121,0
203,120,0
201,118,0
199,117,0
197,116,0
195,114,0
193,113,0
191,112,0
189,110,0
187,109,0
185,108,0
183,106,0
181,105,0
179,103,0
177,102,0
175,101,0
172,99,0
170,98,0
168,97,0
166,95,0
164,94,0
161,92,0
159,91,0
157,90,0
155,88,0
152,87,0
150,85,0
148,84,0
145,83,0
143,81,0
141,80,0
139,79,0
136,77,0
134,76,0
132,74,0
129,73,0
127,72,0
125,70,0
122,69,0
120,68,0
118,66,0
115,65,0
113,64,0
111,62,0
109,61,0
106,60,0
104,58,0
102,57,0
99,56,0
97,54,0
95,53,0
93,52,0
90,51,0
88,49,0
86,48,0
84,47,0
82,46,0
79,45,0
77,43,0
75,42,0
73,41,0
71,40,0
69,39,0
67,37,0
65,36,0
63,35,0
61,34,0
59,33,0
57,32,0
55,31,0
53,30,0
51,29,0
49,28,0
47,27,0
45,26,0
43,25,0
42,24,0
40,23,0
38,22,0
36,21,0
35,20,0
33,19,0
31,18,0
30,17,0
28,17,0
27,16,0
25,15,0
24,14,0
22,14,0
21,13,0
20,12,0
18,11,0
17,11,0
16,10,0
15,9,0
14,9,0
12,8,0
11,8,0
10,7,0
9,7,0
8,6,0
8,6,0
7,5,0
6,5,0
5,4,0
4,4,0
4,4,0
3,3,0
2,3,0
2,3,0
1,3,0
1,2,0
1,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,0
0,2,1
0,2,1
0,2,1
0,2,2
0,2,2
0,2,2
0,2,3
0,2,3
0,2,4
0,2,4
0,2,5
0,2,5
0,2,6
0,2,6
0,2,7
0,2,8
0,2,8
0,2,9
0,2,10
0,2,10
0,2,11
0,2,12
0,2,13
0,2,14
0,2,14
0,2,15
0,2,16
0,2,17
0,2,18
0,2,19
0,3,20
0,3,21
0,3,22
0,3,23
0,3,24
0,3,25
0,3,26
0,3,27
0,3,28
0,3,29
0,3,30
0,3,31
0,3,32
0,3,33
0,3,34
0,3,36
0,3,37
0,3,38
0,3,39
0,4,40
0,4,41
0,4,42
0,4,44
0,4,45
0,4,46
0,4,47
0,4,48
0,4,50
0,4,51
0,4,52
0,4,53
0,4,54
0,4,56
0,4,57
0,4,58
0,4,59
0,5,61
0,5,62
0,5,63
0,5,64
0,5,65
0,5,67
0,5,68
0,5,69
0,5,70
0,5,71
0,5,73
0,5,74
0,5,75
0,5,76
0,5,77
0,5,78
0,6,80
0,6,81
0,6,82
0,6,83
0,6,84
0,6,85
0,6,86
0,6,87
0,6,89
0,6,90
0,6,91
0,6,92
0,6,93
0,6,94
0,6,95
0,6,96
0,6,97
0,6,98
0,6,99
